"yr","mark","ringno","birdname","bredby","bredfor","bloodline","dob","codesex","codecolour","codeeye","codecage","racelast","RaceLastDte","BredLastDte","indracelast","indstock","indrace","indsoh","indref","indbpa","indbpb","indsp1","indsp2","indstatus","indbredforstock","status","notes","sireyr","siremark","sireringno","damyr","dammark","damringno","notespedg","codes","dob_li","AqDate","AqValue","AqStatus","DisDate","DisValue","dDOB","DisStatus","codebline","Rating","RatingPerf","RatingBloodLine","RatingCustom","RatingBreeder","indDNACert","indBredSnglPen","indPedgOnly","indBF","indBFCol","indTF","indThroat","indBredSglPen","indImport","Seq","Cat","LotNo","SeqRef","SeqSale"
2023,"NRC","1683","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"QPF","7088",2014,"AUST","3601","","",45279,"",0,"","",0,"19/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"QPF","3741","","Alan Hoey","","","","H","RED","NA","NA","","","","False","True","False","True","False","False","False","False","False","False","False","","Bred for STOCK for me by Alan Hoey.. Dam QPF-20-3976 WON 1st FED QPF Townsville 1077 Klms at 1456 mpm in 2021, clocked at 5:21am Day 2. Sire unraced Goodger x Jansen cock of Rod Hatherly that also bred QPF-20-753 3rd FED QPF Townsville 1077 Klms in 2021 for Rod Hatherly. His Dam is a daughter of the Windorah Fed Winner QPF that produced Dark Chq Hen QPF-19-5574 for Alan Hoey 2nd FED QPF Noccundra 1042 Klms @ 757 mpm in 2020.",,"","",2020,"QPF","3976","","",45263,"",0,"","",0,"3/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2020,"QPF","3976","","Alan Hoey","","","","H","BC","NA","NA","","","","False","True","True","False","False","False","False","False","False","False","False","","QPF-20-3976 WON 1st FED QPF Townsville 1077 Klms at 1456 mpm in 2021 for Alan Hoey (Craig Porters loft) being clocked at 5:21am Day 2.",,"","",,"","","","",43983,"",0,"","",0,"1/06/2020","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1693","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2016,"SAMDPR","183",2013,"TRP","1651","","",45287,"",0,"","",0,"27/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1694","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2016,"SAMDPR","183",2013,"TRP","1651","","",45287,"",0,"","",0,"27/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1691","","Kieran Malone","","","","H","BBTE","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2022,"QPF","6983",2014,"QPF","3352","","",45287,"",0,"","",0,"27/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1692","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2022,"QPF","6983",2014,"QPF","3352","","",45287,"",0,"","",0,"27/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1684","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2022,"NRC","2136",2018,"NRC","1811","","",45285,"",0,"","",0,"25/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1685","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2022,"NRC","2136",2018,"NRC","1811","","",45285,"",0,"","",0,"25/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1689","Crest","Kieran Malone","","","","U","WHT","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2019,"GRPA","661",2021,"NRC","3019","","",45283,"",0,"","",0,"23/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1690","Whitey","Kieran Malone","","","","C","WHT","NA","NA","","","","False","False","True","True","False","False","False","False","False","False","False","","Trained out to 100Klms, Raced first few races.",2019,"GRPA","661",2021,"NRC","3019","","",45283,"",0,"","",0,"23/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1686","","Kieran Malone","","","","C","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2020,"NRC","2432",2021,"NRC","2737","","",45278,"",0,"","",0,"18/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1688","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2022,"NRC","600",2020,"NRC","861","","",45280,"",0,"","",0,"20/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1687","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2022,"NRC","600",2020,"NRC","861","","",45280,"",0,"","",0,"20/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1325","","Breeders Plate","","","","C","BBTE","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Purchased at Breeders Plate 14/01/2024",,"","",,"","","","",45277,"",0,"","",0,"17/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","837","","Breeders Plate Ozzie","","","","H","DC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Purchased at Breeders Plate 14/01/2024",,"","",,"","","","",45277,"",0,"","",0,"17/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1852","","Ian Cree (BP)","","","","H","S","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Purchased at Breeders Plate 14/01/2024",,"","",,"","","","",45277,"",0,"","",0,"17/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1519","","Breeders Plate","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Purchased at Breeders Plate 14/01/2024",,"","",,"","","","",45277,"",0,"","",0,"17/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2532","","Breeders Plate","","","","H","BC","NA","NA","","","","False","False","True","True","False","False","False","False","False","False","False","","Purchased at Breeders Plate 14/01/2024",,"","",,"","","","",45277,"",0,"","",0,"17/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1322","","Breeders Plate","","","","C","BB","NA","NA","","","","False","False","True","True","False","False","False","False","False","False","False","","Purchased at Breeders Plate 14/01/2024. Flew all points to Townsville 1064 Klms. Townsville was a smash race with only a handful of birds timed..1322 returned out of Race time.",,"","",,"","","","",45277,"",0,"","",0,"17/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2701","","Kieran Malone","","","","H","BCTE","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2017,"RRPC","0086",2016,"TRP","1058","","",45328,"",0,"","",0,"6/02/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2702","","Kieran Malone","","","","H","PC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2020,"NRC","2463","","",45303,"",0,"","",0,"12/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2703","","Kieran Malone","","","","C","BC","NA","NA","","","","False","False","True","True","False","False","False","False","False","False","False","","",2022,"QPF","6999",2023,"NRC","1676","","",45697,"",0,"","",0,"9/02/2025","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2704","Baldy","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2022,"QPF","6984","","",45303,"",0,"","",0,"12/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2706","","Kieran Malone","","","","C","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"QPF","7050",2020,"NRC","2439","","",45303,"",0,"","",0,"12/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2707","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"QPF","7050",2020,"NRC","2439","","",45303,"",0,"","",0,"12/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1674d","","Kieran Malone","","","","U","WHT","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2022,"NRC","556",2021,"NRC","3019","","",45269,"",0,"","",0,"9/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1697","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Old Ring, bred Feb 25",2014,"AUST","3776",2020,"NRC","2474","","",45678,"",0,"","",0,"21/01/2025","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1698","","Kieran Malone","","","","C","BBWF","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2021,"NRC","3117",2014,"QPF","3322","","",45299,"",0,"","",0,"8/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1695","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Sire 2468 winner 1st FED QPF Marlborough. Dam 1284 was 3rd Fed Thargamindah 900 klms on day",2020,"NRC","2468",2019,"NRC","1284","","",45301,"",0,"","",0,"10/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1696","","Kieran Malone","","","","H","BB","NA","NA","","","","False","True","False","True","False","False","False","False","False","False","False","","Sire 2468 winner 1st FED QPF Marlborough. Dam 1284 was 3rd Fed Thargamindah 900 klms on day. BRED FOR STOCK",2020,"NRC","2468",2019,"NRC","1284","","",45301,"",0,"","",0,"10/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2705","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2020,"NRC","889","","",45308,"",0,"","",0,"17/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2711","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2022,"NRC","889","","",45309,"",0,"","",0,"18/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2710","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2022,"NRC","889","","",45309,"",0,"","",0,"18/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2718","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2020,"NRC","890","","",45308,"",0,"","",0,"17/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2719","","Kieran Malone","","","","H","BBSQ","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2017,"CTN","1662",2017,"GRPA","229","","",45308,"",0,"","",0,"17/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2720","","Kieran Malone","","","","H","DC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2017,"CTN","1662",2017,"GRPA","229","","",45308,"",0,"","",0,"17/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2708","","Kieran Malone","","","","H","DC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2013,"AUST","15807",2019,"NRC","1284","","",45309,"",0,"","",0,"18/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2709","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2013,"AUST","15807",2019,"NRC","1284","","",45309,"",0,"","",0,"18/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2712","","Kieran Malone","","","","C","BB","NA","NA","","","","False","True","True","True","False","False","False","False","False","False","False","","Bred for Stock. 1/2 Brother 3117 1st Club, xth Section, 3rd NRC Combine xxx 2023",2019,"NRC","2390",2016,"QPF","10966","","",45365,"",0,"","",0,"14/03/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2713","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"QPF","7088",2014,"AUST","3601","","",45309,"",0,"","",0,"18/01/2024","","HK",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2715","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2017,"NRC","39",,"","","","",45312,"",0,"","",0,"21/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2717","","Kieran Malone","","","","H","BBTE","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2021,"NRC","3058",2021,"NRC","3077","","",45310,"",0,"","",0,"19/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2716","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2021,"NRC","3058",2021,"NRC","3077","","",45310,"",0,"","",0,"19/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2721","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2022,"NRC","2136",2018,"NRC","1811","","",45316,"",0,"","",0,"25/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2722","","Kieran Malone","","","","C","BC","NA","NA","","","","False","False","True","True","False","False","False","False","False","False","False","","",2021,"NRC","3117",2022,"NRC","839","","",45686,"",0,"","",0,"29/01/2025","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2723","","Kieran Malone","","","","C","WHT","NA","NA","","","","False","True","False","False","False","False","False","False","False","False","False","","Bred for Stock from Pat Murphy Ardenn x Fabian Dehahn imports",2019,"GRPA","661",2021,"NRC","3019","","",45316,"",0,"","",0,"25/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2724","","Kieran Malone","","","","H","WHT","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2019,"GRPA","661",2021,"NRC","3019","","",45316,"",0,"","",0,"25/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2725","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","True","False","False","False","False","False","False","False","","",2020,"NRC","2432",2021,"NRC","2737","","",45316,"",0,"","",0,"25/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2726","","Kieran Malone","","","","C","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2020,"NRC","2432",2021,"NRC","2737","","",45316,"",0,"","",0,"25/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1680d","","Kieran Malone","","","","C","PC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2017,"NRC","39",,"","","","",45274,"",0,"","",0,"14/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2728","","Kieran Malone","","","","H","BBSQ","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2017,"NRC","39",,"","","","",45312,"",0,"","",0,"21/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2701d","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2020,"NRC","2463","","",45303,"",0,"","",0,"12/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2021,"NRC","3095R","","Kieran Malone","","","","C","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","Returned from race Johndaryn & kill by Goshawk",2020,"NRC","887",2018,"AUSN","6878","","",44546,"",0,"","",0,"16/12/2021","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2714","","Kieran Malone","","","","H","WHT","NA","NA","","","","False","False","True","True","False","False","False","False","False","False","False","","Bred off Cresty. Jan Arden x Fabian Dehahn imports from Pat Murphy. Dam is daughter of 3rd FED Thargamindah 900klms on the day arriving at 17:23 in QPF Fed.",2019,"GRPA","661",2021,"NRC","3019","","",45331,"",0,"","",0,"9/02/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2727","","Kieran Malone","","","","H","BBWF","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","x FanTail???",,"","",,"","","","",45346,"",0,"","",0,"24/02/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2729","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2022,"QPF","6983",2014,"QPF","3352","","",45340,"",0,"","",0,"18/02/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2022,"QPF","7000","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2022,"QPF","6983",2014,"QPF","3352","","",45340,"",0,"","",0,"18/02/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2730","","Kieran Malone","","","","U","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2016,"SAMDPR","183",2013,"TRP","1651","","",45325,"",0,"","",0,"3/02/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1673d","","Kieran Malone","","","","U","WHT","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2022,"NRC","556",2021,"NRC","3019","","",45269,"",0,"","",0,"9/12/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","2712d","","Kieran Malone","","","","U","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2015,"QPF","7088",2014,"AUST","3601","","",45309,"",0,"","",0,"18/01/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"NRC","1659","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","???",2020,"NRC","2468",2019,"NRC","1284","","",45253,"",0,"","",0,"23/11/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2022,"NRC","558b","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2020,"NRC","861","","",45000,"",0,"","",0,"15/03/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2022,"QPF","6998","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",,"","","","",45047,"",0,"","",0,"1/05/2023","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"SUNSHINECOAS","1466","","Kieran Malone","","","","U","BBSQ","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2019,"NRC","2390",2017,"NRC","11","","",45474,"",0,"","",0,"1/07/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"SUNSHINECOAS","1467","","Kieran Malone","","","","U","BBSQ","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2019,"NRC","2390",2017,"NRC","11","","",45474,"",0,"","",0,"1/07/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"SUNSHINECOAS","1468","","Kieran Malone","","","","U","BBSQ","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2019,"FANTAIL","1980","","",45474,"",0,"","",0,"1/07/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"SUNSHINECOAS","1469","","Kieran Malone","","","","U","BBSQ","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2021,"NRC","3077","","",45482,"",0,"","",0,"9/07/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"SUNSHINECOAS","1470","","Kieran Malone","","","","U","BBSQ","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2017,"NRC","45","","",45482,"",0,"","",0,"9/07/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","901","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2018,"NRC","2393",2017,"NRC","11","","",45518,"",0,"","",0,"14/08/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"FTAIL","Crest","Cresty","Kieran Malone","","","","C","WHT","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"FTAIL-V-BOB","",2018,"NRC","1830","","",45530,"",0,"","",0,"26/08/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"FTAIL","002","","Kieran Malone","","","","H","WHT","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"FTAIL-V-BOB","",2018,"NRC","1830","","",45530,"",0,"","",0,"26/08/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","902","","Kieran Malone","","","","U","BBTE","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2014,"AUST","3601","","",45531,"",0,"","",0,"27/08/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"SUNSHINECOAS","1480","","Kieran Malone","","","","C","BC","NA","NA","","","","False","False","True","True","False","False","False","False","False","False","False","","Old Ring bred 2025",2020,"NRC","2468",2017,"NRC","64","","",45669,"",0,"","",0,"12/01/2025","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","903","","Kieran Malone","","","","U","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2021,"NRC","3117",2022,"NRC","839","","",45554,"",0,"","",0,"19/09/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","904","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2021,"NRC","3117",2022,"NRC","839","","",45554,"",0,"","",0,"19/09/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","906","","Kieran Malone","","","","C","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2013,"AUST","15807",2016,"QPF","10955","","",45557,"",0,"","",0,"22/09/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2023,"SUNSHINECOAS","1473","","Kieran Malone","","","","U","BBSQ","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","From Back Pen",2018,"NRC","2393",2017,"NRC","11","","",45474,"",0,"","",0,"1/07/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"QPF","7602","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2018,"NRC","2393",2017,"NRC","11","","",45567,"",0,"","",0,"2/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"QPF","7603","","Kieran Malone","","","","H","BBSQ","NA","NA","","","","False","False","True","True","False","False","False","False","False","False","False","","",2018,"NRC","2393",2017,"NRC","11","","",45567,"",0,"","",0,"2/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"QPF","7601","","Kieran Malone","","","","H","M","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2016,"SAMDPR","183",2023,"QPF","3741","","",45563,"",0,"","",0,"28/09/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","907","","Kieran Malone","","","","U","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","x1676???",2022,"QPF","6999",2023,"NRC","1676","","",45626,"",0,"","",0,"30/11/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","908","","Kieran Malone","","","","U","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","1676???",2022,"QPF","6999",2023,"NRC","1676","","",45626,"",0,"","",0,"30/11/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","910","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2023,"NRC","2714",2020,"NRC","864","","",45583,"",0,"","",0,"18/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","909","","Kieran Malone","","","","H","WHT","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2023,"NRC","2714",2020,"NRC","864","","",45583,"",0,"","",0,"18/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","911","","Kieran Malone","","","","H","PC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2023,"NRC","2723",2018,"NRC","1811","","",45584,"",0,"","",0,"19/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","912","","Kieran Malone","","","","H","PC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2023,"NRC","2723",2018,"NRC","1811","","",45584,"",0,"","",0,"19/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","913","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2023,"NRC","1621",2021,"NRC","3019","","",45585,"",0,"","",0,"20/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","914","","Kieran Malone","","","","H","PC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2023,"NRC","1621",2021,"NRC","3019","","",45585,"",0,"","",0,"20/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","915","","Kieran Malone","","","","C","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","unrung",2023,"NRC","2725","","",45588,"",0,"","",0,"23/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","916","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","unrung",2023,"NRC","2725","","",45588,"",0,"","",0,"23/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","917","","Kieran Malone","","","","H","BCTE","NA","NA","","","","False","False","True","True","False","False","False","False","False","False","False","","Sire: 2468 NRC 20 Blue Bar – 1st FED QPF Marlborough 561 klms 28/8/2021 @ 1401mpm. Dam: 64 NRC 17 Blue Chq Hen 18th  FED Mackay, 20th FED QPF Townsville. 64 is Daughter of 1257 1st FED Winton TDPF.",2020,"NRC","2468",2017,"NRC","64","","",45588,"",0,"","",0,"23/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","918","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","True","False","False","False","False","False","False","False","","",2020,"NRC","2468",2017,"NRC","64","","",45588,"",0,"","",0,"23/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","919","","Kieran Malone","","","","U","BBWF","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2021,"NRC","3058",2021,"NRC","3077","","",45569,"",0,"","",0,"4/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","920","","Kieran Malone","","","","H","BB","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",2021,"NRC","3058",2021,"NRC","3077","","",45569,"",0,"","",0,"4/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","921","","Kieran Malone","","","","U","NA","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2014,"AUST","3601","","",45588,"",0,"","",0,"23/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
2024,"NRC","922","","Kieran Malone","","","","H","BC","NA","NA","","","","False","False","True","False","False","False","False","False","False","False","False","","",,"","",2014,"AUST","3601","","",45588,"",0,"","",0,"23/10/2024","","NA",,,,,,"False","False","False","","","","","","",,,,,
